keyword,n_postings,median_pay,mean_pay,vs_overall_pct,p_value,cliffs_delta,effect,significant_fdr
developer,5913,150.0,895.8718078809403,50.0,1.1388152565762137e-168,0.2137234836945514,small,True
media,2421,150.0,542.2445270549359,50.0,2.6502892553452047e-30,0.13562664763757337,negligible,True
film,180,150.0,685.7944444444445,50.0,5.455964046010603e-05,0.1735378308616684,small,True
talented,207,140.0,673.1980676328502,39.99999999999999,0.0002324479972980476,0.1476345080284116,negligible,True
series,156,132.5,550.8525641025641,32.49999999999999,0.0033972862093376672,0.1353063123094702,negligible,True
estate,609,130.0,714.720853858785,30.000000000000004,5.942800009991394e-08,0.12699909459994596,negligible,True
day,151,125.0,628.933774834437,25.0,0.00420796808586205,0.13437203091961658,negligible,True
squarespace,191,125.0,310.0104712041885,25.0,0.0012500139766408948,0.13474151057495942,negligible,True
website,7754,125.0,463.3190611297395,25.0,1.2069148230547537e-89,0.13665606060840285,negligible,True
seo,1876,125.0,446.9045842217484,25.0,7.099543181998528e-17,0.11209415014474833,negligible,True
integration,975,120.0,553.0605128205128,19.999999999999996,5.418918474385905e-13,0.13382486642932423,negligible,True
strategy,284,120.0,513.6971830985915,19.999999999999996,1.3895297413977801e-05,0.1488561546795566,negligible,True
financial,363,120.0,648.3801652892562,19.999999999999996,1.2158087552672016e-07,0.16037774429714413,small,True
home,416,120.0,812.53125,19.999999999999996,0.019177982265714943,0.06633060907534949,negligible,True
crypto,497,120.0,1067.9275653923542,19.999999999999996,0.001299106661934492,0.08336725025624503,negligible,True
front,336,120.0,527.389880952381,19.999999999999996,1.7693235666448935e-06,0.15051655932126673,small,True
construction,181,120.0,804.5745856353591,19.999999999999996,0.019952706357075543,0.09980916383920246,negligible,True
dashboard,325,120.0,450.5353846153846,19.999999999999996,4.2632288893663956e-05,0.13108195379331633,negligible,True
growth,215,120.0,600.7162790697674,19.999999999999996,0.11457569022816326,0.06210354403198748,negligible,False
hubspot,160,120.0,553.925,19.999999999999996,0.0027810908651568554,0.13641892152886426,negligible,True
social,2277,120.0,521.7654808959156,19.999999999999996,6.669482715910887e-17,0.10203737603217888,negligible,True
rendering,274,115.0,368.58029197080293,14.999999999999991,3.307193676495297e-05,0.14476519651541486,negligible,True
app,4134,115.0,879.792694726657,14.999999999999991,1.03730545317947e-59,0.14921509138248368,negligible,True
machine,187,100.0,724.096256684492,0.0,0.07852876447255609,0.07423313631491468,negligible,False
customization,177,100.0,307.92090395480227,0.0,0.4478222179747524,0.03291892029949328,negligible,False
wordpress,3095,100.0,311.3176090468498,0.0,0.935904959548594,0.00084604383540543,negligible,False
travel,283,100.0,629.2402826855124,0.0,0.01831292209607988,0.08095807938842814,negligible,True
paid,172,100.0,699.8662790697674,0.0,0.004615501586693867,0.12462018453971657,negligible,True
for,30054,100.0,499.404438677048,0.0,1.6941348598225226e-46,0.056769323362686475,negligible,True
dropshipping,160,100.0,541.60625,0.0,0.17387966980246394,-0.062023195627402106,negligible,False
studio,185,100.0,340.43243243243245,0.0,0.8609418275748753,-0.007431348886611011,negligible,False
explainer,224,100.0,415.2455357142857,0.0,0.014470107534106652,0.09429336347686368,negligible,True
online,905,100.0,768.1723756906077,0.0,8.638604974091983e-10,0.11803815054824018,negligible,True
implement,165,100.0,342.56363636363636,0.0,0.6382622407235525,0.021116050095440375,negligible,False
woocommerce,362,100.0,233.51381215469613,0.0,0.488274536958053,-0.021036011835553148,negligible,False
tracking,247,100.0,428.7975708502024,0.0,0.16119828941966918,0.05145337536153649,negligible,False
java,237,100.0,608.4050632911392,0.0,0.13851500263178168,0.05553546040655721,negligible,False
security,184,100.0,911.7445652173913,0.0,0.022006718006342893,0.09742045442608482,negligible,True
character,218,100.0,335.94954128440367,0.0,0.04732435947539039,0.0775221642032089,negligible,False
designer,5089,100.0,435.0047160542346,0.0,0.007248207940620362,0.022253274357275643,negligible,True
para,268,100.0,206.07462686567163,0.0,0.05524368230590298,-0.06759231801835941,negligible,False
php,477,100.0,409.57232704402514,0.0,0.8709827160457416,0.004296824602949334,negligible,False
model,695,100.0,468.86474820143883,0.0,0.3749049345800498,0.019469116685824073,negligible,False
fashion,223,100.0,613.0941704035874,0.0,0.016121047073569542,0.0929886654006229,negligible,True
shopify,2097,100.0,333.7024320457797,0.0,0.02171884119071122,0.029191471422741033,negligible,True
with,5778,100.0,481.04811353409485,0.0,1.785900826797142e-24,0.07968934773908343,negligible,True
and,13261,100.0,518.5004147500189,0.0,7.830024945743659e-40,0.0710294460272729,negligible,True
multiple,239,100.0,384.30962343096235,0.0,0.45567763204807155,-0.027849752482003498,negligible,False
funnel,166,100.0,351.93975903614455,0.0,0.09977694116886084,0.07370504984447179,negligible,False
style,413,100.0,288.6779661016949,0.0,0.6576336182612403,0.012596970807732921,negligible,False
payment,411,100.0,611.9367396593674,0.0,0.43057648445332053,0.0224579965682401,negligible,False
pro,314,100.0,567.9012738853503,0.0,0.1776824935580784,0.04392659620172501,negligible,False
creation,1253,100.0,339.8595371109338,0.0,0.004763142175871385,0.04624967252972878,negligible,True
microsoft,221,100.0,461.88235294117646,0.0,0.8609341200600282,0.0068007529993792115,negligible,False
twitter,152,100.0,409.25657894736844,0.0,0.5076906211819338,-0.030997912788401916,negligible,False
show,151,100.0,304.55629139072846,0.0,0.31602167834950434,0.04707340257538384,negligible,False
all,263,100.0,528.1634980988593,0.0,0.055218654525032995,0.0682395357448935,negligible,False
health,459,100.0,555.4531590413943,0.0,0.8803560867992757,-0.004059173532489635,negligible,False
creator,1238,100.0,414.19386106623585,0.0,0.311166023277897,0.016693804936328105,negligible,False
proposal,160,100.0,264.31875,0.0,0.7158267871306749,0.01660419382877021,negligible,False
food,236,100.0,1016.0169491525423,0.0,0.04120350119745592,0.07669605791030065,negligible,False
report,346,100.0,240.88439306358381,0.0,0.44831994480611004,0.023538225754002884,negligible,False
animated,252,100.0,537.6547619047619,0.0,0.27141706406582244,0.039988380060097306,negligible,False
call,205,100.0,426.58048780487803,0.0,0.34894395730028327,0.037750056407928945,negligible,False
market,474,100.0,536.3059071729958,0.0,0.00016687503729938442,0.09991429849383526,negligible,True
azure,180,100.0,496.2388888888889,0.0,0.4386986243554175,0.03330371257562148,negligible,False
creating,351,100.0,346.29059829059827,0.0,0.8236450484533019,0.006869178813566856,negligible,False
our,1170,100.0,647.2974358974359,0.0,3.890259746262183e-05,0.06973733739098265,negligible,True
personal,389,100.0,397.1979434447301,0.0,0.021987453057822102,0.06707768893456367,negligible,True
api,918,100.0,590.5076252723312,0.0,1.0560145937493918e-08,0.10935108971097218,negligible,True
plan,430,100.0,365.89302325581394,0.0,0.2999458266770185,0.028876993742992463,negligible,False
laravel,381,100.0,348.8503937007874,0.0,0.27699874990591544,-0.03216552781193638,negligible,False
related,174,100.0,530.6206896551724,0.0,0.07083402210129545,0.07901828438887049,negligible,False
complete,217,100.0,570.7096774193549,0.0,0.023402937889538972,0.08880281669749035,negligible,True
automation,663,100.0,526.6998491704375,0.0,0.0022681971547509803,0.0685653953303611,negligible,True
collection,239,100.0,699.7489539748954,0.0,0.5668547488102553,0.021380216911957017,negligible,False
modeling,178,100.0,247.06179775280899,0.0,0.3594621002754048,0.039630900336296015,negligible,False
local,310,100.0,316.458064516129,0.0,0.6622540319581347,-0.014323412394247836,negligible,False
line,157,100.0,363.6050955414013,0.0,0.48262164424025544,0.03232711384583009,negligible,False
search,410,100.0,413.8243902439024,0.0,0.5301819545537163,-0.017908008125283703,negligible,False
art,262,100.0,414.17175572519085,0.0,0.8549566688127337,0.006519006403927774,negligible,False
copy,451,100.0,345.3370288248337,0.0,0.12052985896438421,0.04223758527293375,negligible,False
study,173,100.0,335.34104046242777,0.0,0.3950209659810776,0.037310267553686716,negligible,False
virtual,960,100.0,729.959375,0.0,0.27154177956291625,0.020553056182764262,negligible,False
podcast,268,100.0,257.7425373134328,0.0,0.6946021639039504,0.013843783576461988,negligible,False
landing,878,100.0,246.08200455580865,0.0,0.024014431763255305,0.04409615308658377,negligible,True
packaging,216,100.0,292.7916666666667,0.0,0.05603693192918915,0.07502729494970972,negligible,False
react,974,100.0,667.1663244353183,0.0,0.0051619077428745495,0.05190595768058781,negligible,True
aws,406,100.0,668.2857142857143,0.0,0.12609052479633762,0.04385160742376848,negligible,False
ppc,166,100.0,464.9759036144578,0.0,0.4486579719422461,0.033927770881302166,negligible,False
flutter,602,100.0,477.109634551495,0.0,0.30516581347350613,0.024163382608501704,negligible,False
android,1221,100.0,486.4594594594595,0.0,0.05199620652864665,0.03224878855196556,negligible,False
redesign,620,100.0,376.78387096774196,0.0,2.3178797121062507e-05,0.09827102758399886,negligible,True
speaking,222,100.0,425.3198198198198,0.0,0.0036287699687486156,0.11266397228597214,negligible,True
are,394,100.0,453.6827411167513,0.0,0.349472893884724,0.027225714494004682,negligible,False
book,1182,100.0,434.2554991539763,0.0,1.6822578347774245e-11,0.11353440394505632,negligible,True
children,304,100.0,324.8388157894737,0.0,0.004319550057588597,0.09449717958755444,negligible,True
illustrator,458,100.0,345.63100436681225,0.0,0.37131405293731257,0.024135878450172177,negligible,False
user,328,100.0,409.5487804878049,0.0,0.7040334261575685,0.012111299981286239,negligible,False
artist,972,100.0,482.8888888888889,0.0,0.2816283844573818,-0.020002512901162395,negligible,False
database,344,100.0,749.9563953488372,0.0,0.0008094277365530912,0.10428423987612256,negligible,True
designs,251,100.0,320.71314741035854,0.0,0.545162080525315,0.022042123406624814,negligible,False
graphics,425,100.0,384.6635294117647,0.0,0.7670833228312951,-0.008299695200113977,negligible,False
custom,781,100.0,492.8937259923175,0.0,3.465382730035476e-09,0.12233481893291343,negligible,True
wix,450,100.0,242.04222222222222,0.0,0.8819360537961898,-0.004044841292899504,negligible,False
apply,154,100.0,708.0584415584416,0.0,0.4816044265071564,0.03271564241661595,negligible,False
clothing,191,100.0,990.9424083769634,0.0,0.8729345469770928,-0.006677475066496297,negligible,False
program,222,100.0,534.7522522522522,0.0,0.001398071913629265,0.12375342126003241,negligible,True
product,1949,100.0,364.2493586454592,0.0,0.1162567534518971,-0.020707328890552157,negligible,False
audit,203,100.0,701.1428571428571,0.0,0.4944495234316445,0.027672424029840714,negligible,False
real,736,100.0,693.3790760869565,0.0,1.7202578907890984e-05,0.09166646805598799,negligible,True
content,2392,100.0,431.2261705685619,0.0,0.004627459083463696,0.03377174379458081,negligible,True
restaurant,190,100.0,337.9789473684211,0.0,0.1502139630015041,0.06022885550381618,negligible,False
that,612,100.0,398.29901960784315,0.0,0.764960426178364,0.006987672240778009,negligible,False
theme,363,100.0,236.96694214876032,0.0,0.4919922794091496,-0.020827955844986423,negligible,False
money,156,100.0,1537.5064102564102,0.0,0.020464554402553316,0.10705710691225923,negligible,True
niche,485,100.0,802.9340206185567,0.0,0.09470061748003517,0.043847168073098075,negligible,False
your,284,100.0,255.2394366197183,0.0,0.21931482638062905,-0.04207742903917866,negligible,False
talent,175,100.0,2104.342857142857,0.0,0.29117549137624477,0.0460378756769686,negligible,False
screen,189,100.0,372.32804232804233,0.0,0.36377105148774536,0.03811880169129478,negligible,False
basic,238,100.0,257.03361344537814,0.0,0.443110505500768,-0.028692506886390023,negligible,False
gaming,173,100.0,694.1098265895954,0.0,0.11127326303386806,0.06985662921062108,negligible,False
visual,157,100.0,519.0828025477707,0.0,0.011055288476810555,0.11699455447167573,negligible,True
influencer,309,100.0,326.2071197411003,0.0,0.2438597894311102,0.038276486590093306,negligible,False
products,468,100.0,424.7478632478632,0.0,0.5152118931968239,-0.017380393832178598,negligible,False
car,209,100.0,557.0909090909091,0.0,0.05311265440133525,0.07720050842443937,negligible,False
facebook,1370,100.0,513.5189781021897,0.0,0.001904646323518381,0.04867867412701732,negligible,True
unity,246,100.0,439.4430894308943,0.0,0.047946332046474624,0.07278314553860632,negligible,False
creative,678,100.0,567.1666666666666,0.0,0.0015921102973977474,0.07013301256221793,negligible,True
existing,683,100.0,297.95607613469986,0.0,0.8224265801858437,-0.004966914144116652,negligible,False
learning,335,100.0,818.155223880597,0.0,0.03586125135263931,0.0662031271660275,negligible,False
conversion,355,100.0,352.7887323943662,0.0,0.6077460428447545,0.01573210444597506,negligible,False
drawings,150,100.0,408.52,0.0,0.0017291458178873773,0.14758627127209278,negligible,True
animation,796,100.0,390.8706030150754,0.0,0.10999123836168005,0.03278295021246902,negligible,False
scraper,163,100.0,277.7852760736196,0.0,0.6484282643665217,-0.02060406444309948,negligible,False
open,183,100.0,429.24043715846994,0.0,0.6301575897335359,0.020537666830654056,negligible,False
researcher,322,100.0,386.62422360248445,0.0,0.2678825408804705,0.03564991259313666,negligible,False
link,211,100.0,475.90521327014216,0.0,0.6053588298757289,0.02052787794818034,negligible,False
documents,181,100.0,1296.9558011049724,0.0,0.008156372497495403,0.11345983615602973,negligible,True
figma,750,100.0,309.73333333333335,0.0,0.06400173246379612,0.03913051867535611,negligible,False
page,2285,100.0,248.07045951859956,0.0,0.0008623611037439114,-0.040637428894686356,negligible,True
admin,241,100.0,749.2697095435684,0.0,0.06045328390795237,0.06980088376093208,negligible,False
shop,323,100.0,633.3715170278638,0.0,0.44307528163358245,0.024642674628994943,negligible,False
design,6547,100.0,342.9251565602566,0.0,0.17447964592320608,-0.010016331420825253,negligible,False
scientific,166,100.0,191.6265060240964,0.0,0.6347239848602582,0.021274486544813787,negligible,False
optimization,596,100.0,349.63255033557044,0.0,0.39918859164354004,0.019965614693333356,negligible,False
medical,305,100.0,395.8295081967213,0.0,0.058603483574616956,0.0625182757983247,negligible,False
not,312,100.0,537.3397435897435,0.0,0.11451195080488816,0.051587128129411575,negligible,False
building,543,100.0,577.171270718232,0.0,0.0012200165155806357,0.08022165307054663,negligible,True
affiliate,231,100.0,646.943722943723,0.0,0.5798525597842947,-0.021021571718895515,negligible,False
spanish,664,100.0,426.76506024096386,0.0,0.881152229417103,-0.0033555894304070355,negligible,False
site,1317,100.0,377.48974943052394,0.0,7.368085616300579e-12,0.10957965534095515,negligible,True
analytics,210,100.0,370.2952380952381,0.0,0.4981819816256571,0.026973422386993295,negligible,False
pages,500,100.0,282.52,0.0,0.7448324388116072,0.008411137394811252,negligible,False
plugin,305,100.0,446.5639344262295,0.0,0.003777637263760629,0.09574187852088278,negligible,True
paste,154,100.0,438.7077922077922,0.0,0.050510018923335044,0.09091523596578788,negligible,False
wedding,167,100.0,262.94610778443115,0.0,0.08537355420885989,0.07680545804277084,negligible,False
house,197,100.0,356.4517766497462,0.0,0.6570505150990615,0.018253373499113712,negligible,False
music,317,97.0,433.50157728706625,-3.0000000000000027,0.9816483889980621,-0.0007459595131199537,negligible,False
setting,194,95.0,768.1907216494845,-5.000000000000004,0.9650765963426347,0.0018139406478978604,negligible,False
guide,167,90.0,333.3053892215569,-9.999999999999998,0.8737800651550249,0.007092450193605826,negligible,False
faceless,175,90.0,440.21714285714285,-9.999999999999998,0.6913572383007129,-0.01731587516211819,negligible,False
freelancers,300,90.0,466.36333333333334,-9.999999999999998,0.9284279855306019,0.0029939847588100754,negligible,False
live,162,90.0,293.45061728395063,-9.999999999999998,0.49514472062494075,-0.030920898700999455,negligible,False
writer,2307,85.0,441.7113133940182,-15.000000000000002,0.23093448621102364,0.014542970266466781,negligible,False
analysis,563,85.0,300.17051509769095,-15.000000000000002,0.3387295007204879,-0.023306870270388358,negligible,False
integrate,158,85.0,296.32911392405066,-15.000000000000002,0.6203820362091002,-0.022733665524575786,negligible,False
level,273,80.0,513.0,-19.999999999999996,0.22430504045103206,-0.0424537197784286,negligible,False
set,523,80.0,336.76290630975143,-19.999999999999996,0.24664111496755525,-0.02928007688518497,negligible,False
map,199,80.0,317.2110552763819,-19.999999999999996,0.1992177880141237,-0.05251391293496088,negligible,False
